measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2005,30.62441648674882,61.39698341257576,3.4769492870642145
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2005,1.22475560634,2.45543616087,0.13905287416999998
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2006,29.49437532556944,58.998656130449895,3.4991886268033765
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2006,1.15537332507,2.31113467418,0.13707254872
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2007,27.35962654455413,54.83813953338096,3.069577526033995
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2007,1.04990941973,2.1043810361500004,0.11779321454000001
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2008,25.977335209914745,52.13083529462304,2.839742872126291
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2008,0.97693942553,1.96050394982,0.10679527934000001
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2009,24.43270652475565,49.91642820736337,2.6731801674562825
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2009,0.90101383609,1.84078634176,0.09857984071
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,1,Number,2010,24.03335974311737,48.847854082384615,2.6674638125328567
1,Deaths,567,Utah,3,Both,22,All ages,322,Lower respiratory infections,85,Air pollution,3,Rate,2010,0.86955618912,1.76737477808,0.09651208538
